"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"21/03/2019","57.398.000","57.957.000","58.165.000","57.123.000","0,28K","-0,96%"
"20/03/2019","57.957.000","57.714.000","58.025.000","57.200.000","0,31K","0,42%"
"19/03/2019","57.714.000","57.437.000","57.779.000","57.111.000","0,31K","0,52%"
"18/03/2019","57.418.000","56.977.000","57.881.000","56.805.000","0,38K","0,77%"
"17/03/2019","56.977.000","57.166.000","57.238.000","56.536.000","0,12K","-0,33%"
"16/03/2019","57.165.000","56.253.000","58.064.000","56.253.000","0,22K","1,62%"
"15/03/2019","56.253.000","55.935.000","56.437.000","55.790.000","0,26K","0,63%"
"14/03/2019","55.899.000","55.625.000","56.264.000","55.535.000","0,32K","0,49%"
"13/03/2019","55.625.000","55.808.000","56.000.000","55.398.000","0,24K","-0,33%"
"12/03/2019","55.809.000","55.932.000","56.095.000","55.100.000","0,29K","-0,22%"
"11/03/2019","55.932.000","56.548.000","56.698.000","55.602.000","0,33K","-1,09%"
"10/03/2019","56.548.000","56.171.000","56.618.000","55.824.000","0,18K","0,70%"
"09/03/2019","56.153.000","55.199.000","56.456.000","55.117.000","0,20K","1,73%"
"08/03/2019","55.199.000","55.128.000","55.894.000","55.001.000","0,36K","0,13%"
"07/03/2019","55.127.000","55.002.000","55.400.000","54.903.000","0,27K","0,32%"
"06/03/2019","54.952.000","55.197.000","55.499.000","54.557.000","0,26K","-0,43%"
"05/03/2019","55.190.000","53.466.000","55.449.000","53.300.000","0,38K","3,22%"
"04/03/2019","53.466.000","54.168.000","54.624.000","53.000.000","0,50K","-1,29%"
"03/03/2019","54.167.000","54.792.000","54.830.000","54.005.000","0,20K","-1,14%"
"02/03/2019","54.791.000","54.755.000","54.880.000","54.202.000","0,31K","0,06%"
"01/03/2019","54.756.000","54.558.000","55.156.000","54.455.000","0,34K","0,36%"
"28/02/2019","54.558.000","54.593.000","55.700.000","54.451.000","0,39K","-0,06%"
"27/02/2019","54.593.000","54.671.000","55.058.000","53.159.000","0,49K","-0,14%"
"26/02/2019","54.670.000","54.781.000","58.500.000","54.018.000","0,54K","-0,20%"
"25/02/2019","54.780.000","53.662.000","55.949.000","53.521.000","0,49K","2,08%"
"24/02/2019","53.663.000","58.501.000","59.433.000","53.152.000","0,52K","-8,27%"
"23/02/2019","58.502.000","55.992.000","58.823.000","55.751.000","0,32K","4,48%"
"22/02/2019","55.992.000","54.749.000","56.000.000","54.657.000","0,29K","2,36%"
"21/02/2019","54.699.000","54.550.000","55.129.000","54.200.000","0,26K","0,27%"
"20/02/2019","54.550.000","53.701.000","54.700.000","53.108.000","0,36K","1,58%"
"19/02/2019","53.699.000","54.091.000","54.800.000","53.431.000","0,45K","-0,72%"
"18/02/2019","54.091.000","51.532.000","54.999.000","51.501.000","0,62K","4,97%"
"17/02/2019","51.532.000","50.750.000","51.850.000","50.750.000","0,24K","1,44%"
"16/02/2019","50.800.000","50.746.000","51.172.000","50.700.000","0,16K","0,12%"
"15/02/2019","50.741.000","50.623.000","51.644.000","50.524.000","0,45K","0,23%"
"14/02/2019","50.623.000","51.086.000","51.203.000","50.433.000","0,38K","-0,60%"
"13/02/2019","50.929.000","50.374.000","51.398.000","50.300.000","0,31K","1,10%"
"12/02/2019","50.374.000","50.552.000","50.872.000","50.019.000","0,39K","-0,35%"
"11/02/2019","50.552.000","50.100.000","52.430.000","49.590.000","0,30K","1,06%"
"10/02/2019","50.022.000","49.710.000","50.200.000","49.061.000","0,26K","0,63%"
"09/02/2019","49.710.000","50.501.000","50.799.000","49.567.000","0,20K","-1,47%"
"08/02/2019","50.454.000","48.059.000","51.000.000","47.690.000","0,50K","4,98%"
"07/02/2019","48.059.000","48.209.000","48.696.000","48.005.000","0,34K","-0,31%"
"06/02/2019","48.209.000","48.922.000","49.000.000","48.045.000","0,47K","-1,35%"
"05/02/2019","48.869.000","48.749.000","49.204.000","48.700.000","0,28K","0,25%"
"04/02/2019","48.749.000","48.801.000","49.078.000","48.500.000","0,26K","-0,11%"
"03/02/2019","48.801.000","49.414.000","49.520.000","48.505.000","0,18K","-1,24%"
"02/02/2019","49.414.000","49.007.000","49.416.000","48.656.000","0,20K","0,83%"
"01/02/2019","49.007.000","48.580.000","49.109.000","48.092.000","0,29K","0,87%"
"31/01/2019","48.582.000","48.851.000","49.318.000","48.146.000","0,35K","-0,55%"
"30/01/2019","48.851.000","48.378.000","49.246.000","48.005.000","0,47K","0,98%"
"29/01/2019","48.378.000","48.730.000","48.900.000","47.508.000","0,39K","-0,53%"
"28/01/2019","48.634.000","50.401.000","50.448.000","48.251.000","0,62K","-3,60%"
"27/01/2019","50.448.000","50.550.000","50.844.000","50.050.000","0,22K","-0,20%"
"26/01/2019","50.550.000","50.507.000","51.300.000","50.418.000","0,18K","0,09%"
"25/01/2019","50.507.000","50.882.000","51.080.000","50.148.000","0,28K","-0,73%"
"24/01/2019","50.880.000","50.662.000","51.100.000","50.307.000","0,35K","0,43%"
"23/01/2019","50.662.000","51.064.000","51.364.000","50.464.000","0,26K","-0,84%"
"22/01/2019","51.093.000","50.887.000","51.518.000","49.850.000","0,32K","0,40%"
"21/01/2019","50.887.000","50.801.000","51.255.000","50.492.000","0,31K","0,17%"
"20/01/2019","50.801.000","52.684.000","52.829.000","50.378.000","0,32K","-3,57%"
"19/01/2019","52.684.000","51.734.000","53.215.000","51.646.000","0,25K","1,84%"
"18/01/2019","51.734.000","51.919.000","52.120.000","51.400.000","0,33K","-0,36%"
"17/01/2019","51.919.000","51.576.000","52.100.000","51.301.000","0,37K","0,76%"
"16/01/2019","51.527.000","51.121.000","52.188.000","51.031.000","0,25K","0,79%"
"15/01/2019","51.122.000","52.335.000","52.480.000","50.900.000","0,29K","-2,32%"
"14/01/2019","52.335.000","51.200.000","52.998.000","50.700.000","0,42K","2,22%"
"13/01/2019","51.200.000","52.805.000","52.858.000","50.637.000","0,32K","-3,04%"
"12/01/2019","52.805.000","53.190.000","53.276.000","52.569.000","0,28K","-0,72%"
"11/01/2019","53.190.000","52.405.000","53.789.000","51.667.000","0,48K","1,50%"
"10/01/2019","52.405.000","57.376.000","57.610.000","51.596.000","0,63K","-8,66%"
"09/01/2019","57.376.000","57.519.000","58.000.000","57.088.000","0,26K","-0,25%"
"08/01/2019","57.519.000","57.315.000","58.500.000","56.700.000","0,36K","0,36%"
"07/01/2019","57.315.000","57.968.000","58.300.000","56.604.000","0,40K","-1,13%"
"06/01/2019","57.968.000","55.557.000","58.855.000","55.201.000","0,36K","4,34%"
"05/01/2019","55.557.000","55.894.000","56.400.000","55.439.000","0,20K","-0,60%"
"04/01/2019","55.894.000","55.601.000","56.403.000","54.750.000","0,39K","0,50%"
"03/01/2019","55.616.000","57.254.000","57.255.000","55.201.000","0,50K","-2,86%"
"02/01/2019","57.254.000","56.900.000","57.400.000","56.327.000","0,38K","0,67%"
"01/01/2019","56.875.000","54.953.000","57.112.000","54.406.000","0,19K","3,50%"
"31/12/2018","54.953.000","56.482.000","56.673.000","54.300.000","0,35K","-2,71%"
"30/12/2018","56.482.000","55.029.000","57.199.000","54.550.000","0,19K","2,65%"
"29/12/2018","55.024.000","57.620.000","58.093.000","54.913.000","0,35K","-4,50%"
"28/12/2018","57.615.000","53.686.000","58.500.000","53.528.000","0,43K","7,32%"
"27/12/2018","53.686.000","56.781.000","56.880.000","53.376.000","0,39K","-5,45%"
"26/12/2018","56.781.000","56.121.000","57.444.000","55.050.000","0,45K","1,18%"
"25/12/2018","56.121.000","58.706.000","58.827.000","54.760.000","0,43K","-4,40%"
"24/12/2018","58.706.000","57.945.000","61.058.000","57.900.000","0,70K","1,31%"
"23/12/2018","57.945.000","58.400.000","59.315.000","57.198.000","0,27K","-0,77%"
"22/12/2018","58.396.000","56.700.000","58.612.000","55.864.000","0,24K","2,99%"
"21/12/2018","56.700.000","58.904.000","59.650.000","55.701.000","0,51K","-3,74%"
"20/12/2018","58.903.000","53.736.000","59.800.000","53.180.000","0,70K","9,62%"
"19/12/2018","53.736.000","53.360.000","56.990.000","52.771.000","0,85K","0,70%"
"18/12/2018","53.360.000","51.319.000","53.599.000","50.225.000","0,45K","3,98%"
"17/12/2018","51.319.000","47.274.000","52.665.000","47.170.000","0,56K","8,56%"
"16/12/2018","47.274.000","47.169.000","48.049.000","47.109.000","0,15K","0,22%"
"15/12/2018","47.169.000","47.431.000","47.850.000","46.353.000","0,19K","-0,55%"
"14/12/2018","47.431.000","48.196.000","48.870.000","46.563.000","0,40K","-1,59%"
"13/12/2018","48.197.000","50.641.000","50.761.000","47.931.000","0,43K","-4,83%"
"12/12/2018","50.641.000","50.010.000","51.249.000","49.737.000","0,32K","0,88%"
"11/12/2018","50.200.000","50.481.000","51.009.000","49.406.000","0,31K","-0,56%"
"10/12/2018","50.481.000","51.868.000","52.709.000","49.900.000","0,30K","-2,67%"
"09/12/2018","51.868.000","50.087.000","53.499.000","49.835.000","0,27K","3,56%"
"08/12/2018","50.086.000","50.009.000","51.453.000","48.111.000","0,30K","0,15%"
"07/12/2018","50.009.000","51.245.000","51.824.000","47.931.000","0,53K","-2,41%"
"06/12/2018","51.246.000","54.728.000","56.667.000","51.001.000","0,56K","-5,95%"
"05/12/2018","54.489.000","57.070.000","57.500.000","54.205.000","0,52K","-4,52%"
"04/12/2018","57.070.000","56.495.000","59.009.000","55.650.000","0,41K","1,02%"
"03/12/2018","56.495.000","60.001.000","60.391.000","56.436.000","0,50K","-5,84%"
"02/12/2018","60.001.000","60.510.000","61.749.000","59.396.000","0,21K","-0,84%"
"01/12/2018","60.509.000","58.850.000","62.000.000","58.000.000","0,38K","2,82%"
"30/11/2018","58.850.000","62.350.000","62.650.000","58.258.000","0,65K","-5,61%"
"29/11/2018","62.350.000","61.348.000","63.432.000","59.222.000","0,50K","1,63%"
"28/11/2018","61.348.000","56.465.000","63.185.000","56.465.000","0,62K","8,65%"
"27/11/2018","56.465.000","56.067.000","57.199.000","54.008.000","0,60K","0,71%"
"26/11/2018","56.067.000","58.393.000","59.643.000","52.987.000","0,47K","-3,98%"
"25/11/2018","58.393.000","59.896.000","60.514.000","41.000.000","0,87K","-2,51%"
"24/11/2018","59.897.000","63.589.000","64.233.000","58.750.000","0,30K","-5,53%"
"23/11/2018","63.400.000","63.326.000","64.098.000","60.888.000","0,44K","0,11%"
"22/11/2018","63.329.000","67.473.000","67.800.000","63.329.000","0,25K","-6,15%"
"21/11/2018","67.476.000","63.598.000","67.990.000","62.000.000","0,44K","6,11%"
"20/11/2018","63.590.000","71.500.000","73.193.000","58.030.000","0,70K","-11,07%"
"19/11/2018","71.509.000","83.099.000","83.150.000","70.645.000","0,46K","-13,89%"
"18/11/2018","83.046.000","82.597.000","83.688.000","82.597.000","0,14K","0,54%"
"17/11/2018","82.597.000","83.494.000","83.545.000","82.260.000","0,12K","-1,07%"
"16/11/2018","83.494.000","84.981.000","85.263.000","82.102.000","0,26K","-1,75%"
"15/11/2018","84.981.000","85.886.000","89.999.000","79.505.000","0,39K","-1,05%"
"14/11/2018","85.886.000","94.250.000","94.500.000","82.500.000","0,35K","-8,87%"
"13/11/2018","94.250.000","94.764.000","94.789.000","94.122.000","0,12K","-0,54%"
"12/11/2018","94.764.000","94.379.000","95.128.000","94.223.000","0,15K","0,41%"
"11/11/2018","94.379.000","94.654.000","94.968.000","93.701.000","0,10K","-0,29%"
"10/11/2018","94.654.000","94.308.000","95.100.000","94.300.000","0,11K","0,37%"
"09/11/2018","94.308.000","95.002.000","95.615.000","94.150.000","0,15K","-0,73%"
"08/11/2018","95.000.000","95.949.000","96.457.000","94.528.000","0,18K","-0,99%"
"07/11/2018","95.949.000","95.795.000","96.861.000","95.496.000","0,21K","0,16%"
"06/11/2018","95.795.000","96.001.000","96.254.000","95.302.000","0,16K","-0,21%"
"05/11/2018","96.001.000","96.657.000","96.989.000","95.840.000","0,18K","-0,56%"
"04/11/2018","96.538.000","95.850.000","97.125.000","95.655.000","0,14K","0,72%"
"03/11/2018","95.852.000","96.148.000","96.314.000","95.695.000","0,09K","-0,31%"
"02/11/2018","96.149.000","96.795.000","97.439.000","95.893.000","0,16K","-0,62%"
"01/11/2018","96.749.000","97.072.000","97.198.000","96.100.000","0,16K","-0,33%"
"31/10/2018","97.072.000","96.851.000","97.550.000","96.050.000","0,14K","0,23%"
"30/10/2018","96.851.000","96.379.000","97.005.000","96.006.000","0,13K","0,49%"
"29/10/2018","96.379.000","97.635.000","98.086.000","96.000.000","0,26K","-1,29%"
"28/10/2018","97.635.000","97.748.000","97.849.000","97.550.000","0,06K","-0,12%"
"27/10/2018","97.748.000","97.735.000","98.000.000","97.679.000","0,06K","-0,13%"
"26/10/2018","97.880.000","97.680.000","98.194.000","97.353.000","0,12K","0,20%"
"25/10/2018","97.681.000","97.783.000","97.989.000","97.455.000","0,14K","-0,10%"
"24/10/2018","97.782.000","97.281.000","97.998.000","97.255.000","0,14K","0,52%"
"23/10/2018","97.281.000","97.800.000","98.072.000","97.270.000","0,17K","-0,53%"
"22/10/2018","97.801.000","97.809.000","98.095.000","97.450.000","0,19K","-0,01%"
"21/10/2018","97.809.000","97.906.000","98.403.000","97.803.000","0,09K","-0,10%"
"20/10/2018","97.906.000","97.909.000","98.495.000","97.592.000","0,15K","0,00%"
"19/10/2018","97.909.000","97.217.000","98.100.000","97.202.000","0,15K","0,71%"
"18/10/2018","97.217.000","98.091.000","98.292.000","97.202.000","0,22K","-0,89%"
"17/10/2018","98.091.000","98.047.000","98.400.000","97.579.000","0,17K","-0,11%"
"16/10/2018","98.200.000","98.501.000","99.132.000","97.198.000","0,21K","-0,31%"
"15/10/2018","98.501.000","96.701.000","103.000.000","96.206.000","0,56K","1,86%"
"14/10/2018","96.701.000","96.999.000","97.642.000","96.629.000","0,11K","-0,31%"
"13/10/2018","96.999.000","96.798.000","97.097.000","96.505.000","0,10K","0,21%"
"12/10/2018","96.798.000","96.677.000","97.599.000","96.000.000","0,18K","0,13%"
"11/10/2018","96.677.000","99.800.000","99.822.000","95.500.000","0,38K","-3,13%"
"10/10/2018","99.800.000","100.398.000","100.545.000","98.500.000","0,14K","-0,60%"
"09/10/2018","100.398.000","100.820.000","101.136.000","100.002.000","0,11K","-0,42%"
"08/10/2018","100.820.000","99.617.000","101.399.000","99.557.000","0,18K","1,21%"
"07/10/2018","99.617.000","99.807.000","99.998.000","99.358.000","0,08K","-0,19%"
"06/10/2018","99.807.000","100.181.000","100.500.000","99.414.000","0,12K","-0,37%"
"05/10/2018","100.181.000","99.355.000","100.181.000","99.007.000","0,14K","0,83%"
"04/10/2018","99.355.000","98.131.000","99.777.000","98.131.000","0,17K","1,25%"
"03/10/2018","98.130.000","98.744.000","98.770.000","97.574.000","0,19K","-0,52%"
"02/10/2018","98.642.000","98.586.000","99.501.000","98.300.000","0,19K","0,06%"
"01/10/2018","98.586.000","98.539.000","99.050.000","98.000.000","0,20K","0,05%"
"30/09/2018","98.539.000","98.180.000","99.123.000","97.656.000","0,18K","0,37%"
"29/09/2018","98.180.000","98.295.000","98.488.000","96.013.000","0,37K","-0,12%"
"28/09/2018","98.295.000","98.059.000","98.363.000","98.059.000","0,16K","0,24%"
"27/09/2018","98.060.000","96.453.000","99.117.000","96.138.000","0,24K","1,67%"
"26/09/2018","96.453.000","96.344.000","97.600.000","95.800.000","0,20K","0,11%"
"25/09/2018","96.344.000","96.654.000","96.900.000","95.601.000","0,16K","-0,32%"
"24/09/2018","96.654.000","96.117.000","97.088.000","95.719.000","0,23K","0,56%"
"23/09/2018","96.117.000","96.701.000","96.999.000","95.500.000","0,13K","-0,60%"
"22/09/2018","96.701.000","97.628.000","98.422.000","95.619.000","0,16K","-0,95%"
"21/09/2018","97.628.000","96.370.000","98.718.000","96.022.000","0,31K","1,31%"
"20/09/2018","96.370.000","95.450.000","96.893.000","95.100.000","0,20K","0,96%"
"19/09/2018","95.450.000","95.336.000","97.297.000","92.620.000","0,26K","0,12%"
"18/09/2018","95.336.000","94.401.000","96.079.000","94.051.000","0,19K","0,92%"
"17/09/2018","94.471.000","96.452.000","97.079.000","93.608.000","0,23K","-2,05%"
"16/09/2018","96.452.000","96.775.000","96.798.000","95.443.000","0,10K","-0,33%"
"15/09/2018","96.775.000","96.096.000","97.140.000","95.959.000","0,08K","0,71%"
"14/09/2018","96.096.000","96.307.000","97.312.000","95.000.000","0,19K","-0,22%"
"13/09/2018","96.307.000","95.161.000","97.386.000","95.161.000","0,18K","1,20%"
"12/09/2018","95.161.000","95.781.000","95.820.000","94.200.000","0,22K","-0,57%"
"11/09/2018","95.708.000","96.000.000","97.000.000","94.450.000","0,25K","-0,30%"
"10/09/2018","95.999.000","95.039.000","96.768.000","94.615.000","0,25K","1,01%"
"09/09/2018","95.039.000","94.665.000","97.777.000","94.012.000","0,15K","0,40%"
"08/09/2018","94.665.000","97.472.000","98.400.000","93.600.000","0,22K","-2,65%"
"07/09/2018","97.243.000","98.379.000","98.883.000","96.700.000","0,31K","-1,15%"
"06/09/2018","98.379.000","100.001.000","100.133.000","94.501.000","0,41K","-1,62%"
"05/09/2018","100.000.000","108.999.000","109.800.000","100.000.000","0,46K","-8,26%"
"04/09/2018","109.000.000","106.610.000","109.627.000","106.298.000","0,22K","2,24%"
"03/09/2018","106.610.000","106.210.000","107.194.000","105.270.000","0,20K","0,38%"
"02/09/2018","106.210.000","105.050.000","106.695.000","104.496.000","0,20K","1,10%"
"01/09/2018","105.052.000","102.858.000","105.781.000","102.737.000","0,30K","2,01%"
"31/08/2018","102.979.000","102.315.000","103.579.000","101.622.000","0,25K","0,65%"
"30/08/2018","102.315.000","102.632.000","102.794.000","100.077.000","0,26K","-0,31%"
"29/08/2018","102.632.000","102.501.000","103.745.000","101.371.000","0,22K","0,09%"
"28/08/2018","102.536.000","100.000.000","102.999.000","99.601.000","0,32K","2,58%"
"27/08/2018","99.960.000","97.747.000","99.999.000","97.174.000","0,19K","2,26%"
"26/08/2018","97.747.000","97.902.000","98.500.000","96.100.000","0,15K","-0,16%"
"25/08/2018","97.901.000","97.172.000","98.274.000","97.045.000","0,20K","0,88%"
"24/08/2018","97.047.000","96.585.000","97.836.000","94.889.000","0,32K","0,46%"
"23/08/2018","96.600.000","94.287.000","97.002.000","94.264.000","0,18K","2,45%"
"22/08/2018","94.287.000","94.824.000","99.800.000","93.700.000","0,36K","-0,57%"
"21/08/2018","94.824.000","92.975.000","95.458.000","92.966.000","0,23K","1,99%"
"20/08/2018","92.975.000","94.444.000","95.000.000","92.489.000","0,25K","-1,56%"
"19/08/2018","94.444.000","93.650.000","95.111.000","92.798.000","0,14K","0,85%"
"18/08/2018","93.649.000","95.156.000","95.792.000","92.279.000","0,28K","-1,58%"
"17/08/2018","95.156.000","92.735.000","95.495.000","92.733.000","0,23K","2,61%"
"16/08/2018","92.733.000","91.952.000","94.990.000","91.400.000","0,23K","0,85%"
"15/08/2018","91.952.000","91.820.000","96.499.000","91.410.000","0,37K","0,14%"
"14/08/2018","91.820.000","93.500.000","93.500.000","88.388.000","0,41K","-1,79%"
"13/08/2018","93.493.000","93.742.000","97.000.000","91.866.000","0,24K","-0,27%"
"12/08/2018","93.742.000","92.632.000","94.508.000","91.462.000","0,12K","1,14%"
"11/08/2018","92.683.000","91.515.000","95.849.000","90.000.000","0,21K","1,28%"
"10/08/2018","91.516.000","96.250.000","96.802.000","89.900.000","0,29K","-4,96%"
"09/08/2018","96.293.000","92.041.000","97.112.000","91.500.000","0,23K","4,62%"
"08/08/2018","92.041.000","98.901.000","99.155.000","90.750.000","0,38K","-6,94%"
"07/08/2018","98.901.000","102.049.000","104.122.000","98.312.000","0,25K","-3,08%"
"06/08/2018","102.049.000","103.302.000","105.418.000","100.999.000","0,21K","-1,21%"
"05/08/2018","103.303.000","102.998.000","104.295.000","101.741.000","0,13K","0,30%"
"04/08/2018","102.998.000","108.978.000","109.941.000","102.209.000","0,20K","-5,49%"
"03/08/2018","108.977.000","110.719.000","110.893.000","107.200.000","0,25K","-1,73%"
"02/08/2018","110.894.000","111.699.000","112.688.000","109.577.000","0,23K","-0,72%"
"01/08/2018","111.700.000","113.588.000","113.999.000","109.930.000","0,33K","-1,66%"
"31/07/2018","113.588.000","118.516.000","118.517.000","112.800.000","0,31K","-4,16%"
"30/07/2018","118.516.000","119.470.000","119.804.000","114.804.000","0,24K","-0,80%"
"29/07/2018","119.470.000","119.299.000","120.000.000","118.476.000","0,10K","0,14%"
"28/07/2018","119.299.000","118.499.000","119.498.000","117.800.000","0,10K","0,68%"
"27/07/2018","118.499.000","115.393.000","120.401.000","113.856.000","0,28K","2,69%"
"26/07/2018","115.393.000","118.001.000","120.351.000","114.227.000","0,29K","-2,21%"
"25/07/2018","118.000.000","123.267.000","123.551.000","117.082.000","0,44K","-4,34%"
"24/07/2018","123.353.000","112.977.000","123.676.000","112.723.000","0,63K","9,18%"
"23/07/2018","112.977.000","108.461.000","113.491.000","108.211.000","0,34K","4,16%"
"22/07/2018","108.461.000","107.634.000","109.999.000","107.118.000","0,20K","0,77%"
"21/07/2018","107.634.000","107.248.000","107.999.000","105.572.000","0,20K","0,17%"
"20/07/2018","107.449.000","104.892.000","109.958.000","104.029.000","0,41K","2,34%"
"19/07/2018","104.994.000","103.311.000","105.301.000","101.140.000","0,41K","1,63%"
"18/07/2018","103.311.000","102.921.000","105.507.000","102.494.000","0,54K","0,38%"
"17/07/2018","102.920.000","96.052.000","104.995.000","95.203.000","0,64K","7,15%"
"16/07/2018","96.052.000","92.233.000","96.074.000","91.802.000","0,41K","4,14%"
"15/07/2018","92.233.000","90.799.000","92.892.000","90.799.000","0,14K","1,60%"
"14/07/2018","90.780.000","90.755.000","91.548.000","90.541.000","0,11K","0,03%"
"13/07/2018","90.755.000","90.922.000","92.036.000","89.923.000","0,18K","-0,18%"
"12/07/2018","90.922.000","93.701.000","93.949.000","89.503.000","0,37K","-2,97%"
"11/07/2018","93.701.000","92.001.000","94.123.000","92.000.000","0,24K","1,85%"
"10/07/2018","92.001.000","96.575.000","96.850.000","92.000.000","0,35K","-4,74%"
"09/07/2018","96.575.000","97.452.000","97.998.000","96.500.000","0,30K","-0,90%"
"08/07/2018","97.452.000","97.681.000","98.410.000","96.910.000","0,23K","-0,23%"
"07/07/2018","97.679.000","95.809.000","98.105.000","95.000.000","0,20K","1,96%"
"06/07/2018","95.801.000","95.728.000","96.601.000","94.712.000","0,20K","0,08%"
"05/07/2018","95.728.000","95.758.000","97.200.000","94.701.000","0,22K","-0,03%"
"04/07/2018","95.758.000","95.278.000","97.955.000","93.796.000","0,25K","0,50%"
"03/07/2018","95.278.000","94.888.000","96.474.000","94.819.000","0,20K","0,41%"
"02/07/2018","94.887.000","90.697.000","95.600.000","90.053.000","0,29K","4,83%"
"01/07/2018","90.515.000","91.284.000","91.600.000","89.542.000","0,16K","-0,84%"
"30/06/2018","91.284.000","89.694.000","94.427.000","89.693.000","0,30K","1,77%"
"29/06/2018","89.695.000","85.330.000","91.046.000","84.500.000","0,31K","5,10%"
"28/06/2018","85.343.000","88.538.000","89.487.000","85.250.000","0,32K","-3,61%"
"27/06/2018","88.538.000","87.777.000","88.837.000","86.823.000","0,16K","0,86%"
"26/06/2018","87.781.000","89.814.000","90.527.000","87.597.000","0,21K","-2,26%"
"25/06/2018","89.814.000","88.069.000","91.064.000","87.676.000","0,26K","1,98%"
"24/06/2018","88.069.000","88.776.000","89.590.000","83.250.000","0,35K","-0,80%"
"23/06/2018","88.776.000","87.214.000","89.646.000","86.294.000","0,21K","1,79%"
"22/06/2018","87.214.000","95.782.000","96.200.000","86.300.000","0,45K","-8,95%"
"21/06/2018","95.782.000","96.300.000","97.432.000","95.750.000","0,22K","-0,54%"
"20/06/2018","96.300.000","96.144.000","96.890.000","94.083.000","0,23K","0,16%"
"19/06/2018","96.145.000","96.500.000","97.131.000","95.502.000","0,18K","-0,37%"
"18/06/2018","96.500.000","93.850.000","97.699.000","93.100.000","0,23K","2,82%"
"17/06/2018","93.850.000","94.606.000","95.200.000","93.700.000","0,10K","-0,80%"
"16/06/2018","94.606.000","93.737.000","95.395.000","93.000.000","0,14K","0,93%"
"15/06/2018","93.737.000","96.424.000","96.770.000","93.498.000","0,21K","-2,79%"
"14/06/2018","96.424.000","91.287.000","97.330.000","91.008.000","0,36K","5,62%"
"13/06/2018","91.289.000","94.779.000","95.614.000","90.319.000","0,37K","-3,68%"
"12/06/2018","94.779.000","99.462.000","99.699.000","93.011.000","0,38K","-4,59%"
"11/06/2018","99.338.000","100.000.000","101.918.000","96.582.000","0,46K","-0,66%"
"10/06/2018","100.000.000","107.197.000","107.200.000","99.411.000","0,48K","-6,72%"
"09/06/2018","107.200.000","107.041.000","107.801.000","106.727.000","0,14K","0,15%"
"08/06/2018","107.041.000","107.350.000","107.748.000","105.805.000","0,25K","-0,29%"
"07/06/2018","107.350.000","107.453.000","108.598.000","106.883.000","0,18K","-0,10%"
"06/06/2018","107.453.000","107.096.000","108.125.000","105.652.000","0,24K","0,33%"
"05/06/2018","107.095.000","106.567.000","107.888.000","105.300.000","0,40K","0,50%"
"04/06/2018","106.566.000","107.510.000","107.905.000","105.149.000","0,33K","-0,88%"
"03/06/2018","107.510.000","106.102.000","108.457.000","105.736.000","0,28K","1,33%"
"02/06/2018","106.102.000","105.691.000","107.011.000","104.868.000","0,25K","0,39%"
"01/06/2018","105.690.000","105.052.000","106.839.000","104.156.000","0,26K","0,61%"
"31/05/2018","105.052.000","104.498.000","107.439.000","103.040.000","0,58K","0,53%"
"30/05/2018","104.497.000","105.190.000","106.999.000","102.853.000","0,28K","-0,66%"
"29/05/2018","105.190.000","102.209.000","106.499.000","101.516.000","0,28K","2,92%"
"28/05/2018","102.209.000","106.168.000","106.297.000","101.997.000","0,41K","-3,73%"
"27/05/2018","106.168.000","106.284.000","106.543.000","105.000.000","0,19K","-0,11%"
"26/05/2018","106.285.000","107.445.000","109.004.000","106.088.000","0,17K","-1,04%"
"25/05/2018","107.400.000","109.206.000","109.998.000","106.011.000","0,21K","-1,65%"
"24/05/2018","109.206.000","110.080.000","112.736.000","106.274.000","0,31K","-0,79%"
"23/05/2018","110.080.000","117.225.000","117.225.000","109.268.000","0,36K","-6,09%"
"22/05/2018","117.224.000","120.578.000","120.579.000","117.000.000","0,20K","-2,78%"
"21/05/2018","120.578.000","120.399.000","121.502.000","119.507.000","0,22K","0,15%"
"20/05/2018","120.398.000","118.395.000","121.000.000","117.435.000","0,14K","1,69%"
"19/05/2018","118.395.000","118.762.000","120.079.000","117.503.000","0,14K","-0,31%"
"18/05/2018","118.763.000","116.300.000","120.000.000","114.300.000","0,23K","2,12%"
"17/05/2018","116.300.000","121.000.000","121.135.000","115.891.000","0,25K","-3,88%"
"16/05/2018","121.000.000","122.376.000","122.719.000","118.002.000","0,33K","-1,13%"
"15/05/2018","122.377.000","123.838.000","125.840.000","121.592.000","0,29K","-0,63%"
"14/05/2018","123.147.000","124.705.000","125.996.000","119.761.000","0,40K","-1,25%"
"13/05/2018","124.701.000","121.899.000","125.214.000","120.501.000","0,22K","2,62%"
"12/05/2018","121.516.000","121.000.000","123.979.000","117.700.000","0,29K","0,42%"
"11/05/2018","121.006.000","130.150.000","130.154.000","120.918.000","0,46K","-7,03%"
"10/05/2018","130.154.000","132.853.000","134.001.000","129.883.000","0,22K","-2,03%"
"09/05/2018","132.853.000","132.259.000","133.519.000","129.418.000","0,22K","0,45%"
"08/05/2018","132.259.000","132.503.000","134.500.000","130.048.000","0,27K","-0,18%"
"07/05/2018","132.503.000","135.100.992","135.423.008","130.800.000","0,31K","-1,92%"
"06/05/2018","135.102.000","136.687.008","137.828.000","133.605.000","0,28K","-1,22%"
