"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"28/03/2024","7.288,81","7.289,16","7.313,01","7.244,95","12,41B","-0,29%"
"27/03/2024","7.310,09","7.364,23","7.375,40","7.292,80","12,53B","-0,75%"
"26/03/2024","7.365,66","7.337,66","7.371,84","7.330,46","13,84B","-0,16%"
"25/03/2024","7.377,76","7.339,52","7.377,76","7.316,93","12,43B","0,38%"
"22/03/2024","7.350,15","7.327,51","7.350,15","7.318,44","12,37B","0,16%"
"21/03/2024","7.338,35","7.360,56","7.396,47","7.336,60","13,98B","0,10%"
"20/03/2024","7.331,13","7.303,93","7.343,46","7.295,35","16,97B","-0,08%"
"19/03/2024","7.336,75","7.320,54","7.361,53","7.314,18","13,76B","0,47%"
"18/03/2024","7.302,45","7.338,08","7.358,55","7.300,94","15,53B","-0,35%"
"15/03/2024","7.328,05","7.408,66","7.416,34","7.308,03","23,15B","-1,42%"
"14/03/2024","7.433,31","7.405,57","7.454,45","7.380,65","12,92B","0,16%"
"13/03/2024","7.421,21","7.422,30","7.441,62","7.392,01","13,52B","0,53%"
"08/03/2024","7.381,91","7.398,43","7.416,43","7.376,16","12,52B","0,11%"
"07/03/2024","7.373,96","7.338,73","7.386,87","7.334,31","19,33B","0,60%"
"06/03/2024","7.329,80","7.252,09","7.331,08","7.248,53","18,03B","1,14%"
"05/03/2024","7.247,46","7.296,53","7.305,45","7.238,34","15,28B","-0,40%"
"04/03/2024","7.276,75","7.318,83","7.328,39","7.259,78","16,81B","-0,48%"
"01/03/2024","7.311,91","7.318,67","7.331,32","7.269,89","13,46B","-0,06%"
"29/02/2024","7.316,11","7.326,80","7.337,92","7.289,34","23,01B","-0,17%"
"28/02/2024","7.328,64","7.292,07","7.328,74","7.289,26","22,04B","0,59%"
"27/02/2024","7.285,32","7.263,99","7.292,93","7.255,12","18,39B","0,02%"
"26/02/2024","7.283,82","7.277,64","7.295,14","7.252,28","14,71B","-0,15%"
"23/02/2024","7.295,10","7.326,53","7.340,19","7.262,10","14,63B","-0,61%"
"22/02/2024","7.339,64","7.334,95","7.365,76","7.321,52","15,45B","-0,13%"
"21/02/2024","7.349,02","7.345,79","7.370,88","7.286,67","15,26B","-0,05%"
"20/02/2024","7.352,60","7.320,72","7.354,11","7.309,50","13,00B","0,77%"
"19/02/2024","7.296,70","7.323,31","7.339,76","7.277,54","15,12B","-0,53%"
"16/02/2024","7.335,55","7.337,82","7.370,57","7.314,88","14,64B","0,44%"
"15/02/2024","7.303,28","7.337,63","7.365,68","7.298,48","18,44B","1,30%"
"13/02/2024","7.209,74","7.301,59","7.301,59","7.197,83","12,83B","-1,20%"
"12/02/2024","7.297,67","7.268,34","7.306,16","7.250,31","17,87B","0,86%"
"07/02/2024","7.235,15","7.264,98","7.285,13","7.225,45","13,81B","-0,17%"
"06/02/2024","7.247,41","7.230,15","7.268,13","7.212,14","13,80B","0,68%"
"05/02/2024","7.198,61","7.237,34","7.254,09","7.186,17","13,73B","-0,55%"
"02/02/2024","7.238,78","7.221,90","7.238,78","7.180,36","11,44B","0,51%"
"01/02/2024","7.201,70","7.221,85","7.248,53","7.191,69","15,74B","-0,09%"
"31/01/2024","7.207,94","7.213,31","7.247,52","7.192,64","17,03B","0,22%"
"30/01/2024","7.192,22","7.147,24","7.213,19","7.133,61","18,22B","0,49%"
"29/01/2024","7.157,18","7.147,72","7.177,70","7.115,04","16,04B","0,28%"
"26/01/2024","7.137,09","7.152,27","7.166,69","7.099,08","14,02B","-0,57%"
"25/01/2024","7.178,04","7.215,53","7.253,72","7.176,11","13,04B","-0,69%"
"24/01/2024","7.227,82","7.255,77","7.271,96","7.170,30","12,89B","-0,39%"
"23/01/2024","7.256,23","7.232,52","7.256,23","7.201,83","13,26B","0,11%"
"22/01/2024","7.247,93","7.233,17","7.247,93","7.194,95","14,17B","0,28%"
"19/01/2024","7.227,40","7.271,34","7.277,98","7.170,81","13,74B","-0,35%"
"18/01/2024","7.252,97","7.198,85","7.267,08","7.185,38","15,89B","0,73%"
"17/01/2024","7.200,64","7.248,01","7.252,46","7.162,48","20,21B","-0,58%"
"16/01/2024","7.242,79","7.231,64","7.268,18","7.210,03","13,03B","0,26%"
"15/01/2024","7.224,00","7.254,05","7.281,26","7.206,31","13,30B","-0,24%"
"12/01/2024","7.241,14","7.242,37","7.271,87","7.205,76","15,22B","0,29%"
"11/01/2024","7.219,96","7.253,46","7.277,50","7.219,96","19,05B","-0,10%"
"10/01/2024","7.227,30","7.187,58","7.259,60","7.152,88","15,27B","0,38%"
"09/01/2024","7.200,20","7.299,78","7.311,64","7.180,16","15,26B","-1,14%"
"08/01/2024","7.283,57","7.362,05","7.393,13","7.275,17","14,06B","-0,91%"
"05/01/2024","7.350,62","7.376,29","7.403,58","7.350,62","16,31B","-0,12%"
"04/01/2024","7.359,76","7.290,06","7.371,23","7.280,41","15,57B","1,11%"
"03/01/2024","7.279,09","7.316,11","7.321,88","7.275,87","15,95B","-0,61%"
"02/01/2024","7.323,59","7.268,40","7.323,59","7.245,57","12,14B","0,70%"
"29/12/2023","7.272,80","7.307,11","7.309,78","7.259,68","12,32B","-0,43%"
"28/12/2023","7.303,89","7.266,57","7.308,20","7.262,25","12,30B","0,80%"
"27/12/2023","7.245,92","7.256,16","7.293,52","7.239,66","12,50B","0,12%"
"26/12/2023","7.237,52","7.225,62","7.248,55","7.218,17","","0,00%"
"22/12/2023","7.237,52","7.225,62","7.248,55","7.218,18","11,13B","0,39%"
"21/12/2023","7.209,62","7.222,09","7.229,29","7.173,01","14,43B","-0,14%"
"20/12/2023","7.219,67","7.207,18","7.237,97","7.196,24","14,23B","0,44%"
"19/12/2023","7.187,85","7.116,55","7.187,85","7.112,82","15,54B","0,96%"
"18/12/2023","7.119,52","7.181,43","7.192,89","7.092,03","23,95B","-0,99%"
"15/12/2023","7.190,99","7.183,15","7.215,94","7.169,43","20,79B","0,21%"
"14/12/2023","7.176,02","7.134,04","7.191,16","7.115,45","22,86B","1,42%"
"13/12/2023","7.075,34","7.110,08","7.124,48","7.045,94","18,28B","-0,70%"
"12/12/2023","7.125,31","7.104,97","7.134,22","7.082,88","25,51B","0,52%"
"11/12/2023","7.088,78","7.139,28","7.153,11","7.045,17","49,01B","-0,99%"
"08/12/2023","7.159,60","7.134,62","7.201,63","7.123,04","27,00B","0,35%"
"07/12/2023","7.134,62","7.087,40","7.134,62","7.041,01","23,52B","0,67%"
"06/12/2023","7.087,40","7.100,85","7.140,16","7.085,81","27,28B","-0,19%"
"05/12/2023","7.100,85","7.093,06","7.117,58","7.047,63","31,96B","0,10%"
"04/12/2023","7.093,60","7.060,04","7.149,24","7.060,04","30,84B","0,48%"
"01/12/2023","7.059,91","7.080,06","7.083,86","7.022,77","26,60B","-0,29%"
"30/11/2023","7.080,74","7.036,09","7.109,61","7.036,09","25,97B","0,63%"
"29/11/2023","7.036,09","7.041,07","7.070,19","7.020,01","16,76B","-0,07%"
"28/11/2023","7.041,07","7.013,41","7.067,14","7.010,82","16,76B","0,39%"
"27/11/2023","7.013,41","7.009,63","7.061,83","7.008,81","16,35B","0,05%"
"24/11/2023","7.009,63","7.004,48","7.049,54","7.000,10","18,11B","0,08%"
"23/11/2023","7.004,34","6.907,09","7.018,43","6.906,61","21,91B","1,41%"
"22/11/2023","6.906,95","6.961,79","6.965,41","6.893,51","18,19B","-0,79%"
"21/11/2023","6.961,79","6.994,89","7.010,98","6.946,96","16,06B","-0,47%"
"20/11/2023","6.994,89","6.977,67","7.011,06","6.962,75","15,05B","0,25%"
"17/11/2023","6.977,67","6.958,15","6.977,67","6.919,63","12,29B","0,28%"
"16/11/2023","6.958,01","6.958,34","6.964,17","6.906,59","12,29B","0,00%"
"15/11/2023","6.958,20","6.862,33","6.985,59","6.862,33","18,18B","1,40%"
"14/11/2023","6.862,06","6.838,04","6.886,81","6.829,95","15,26B","0,35%"
"13/11/2023","6.838,31","6.809,26","6.857,10","6.809,26","18,76B","0,43%"
"10/11/2023","6.809,26","6.838,23","6.843,96","6.801,92","13,36B","-0,42%"
"09/11/2023","6.838,23","6.804,11","6.865,08","6.793,76","12,05B","0,50%"
"08/11/2023","6.804,11","6.843,65","6.843,92","6.760,10","15,14B","-0,58%"
"07/11/2023","6.843,79","6.878,84","6.887,02","6.806,88","19,31B","-0,51%"
"06/11/2023","6.878,84","6.788,85","6.878,84","6.787,23","22,88B","1,33%"
"03/11/2023","6.788,85","6.751,39","6.826,62","6.748,70","23,17B","0,55%"
"02/11/2023","6.751,39","6.642,69","6.784,99","6.642,69","22,12B","1,64%"
"01/11/2023","6.642,42","6.751,94","6.773,98","6.639,82","20,66B","-1,63%"
"31/10/2023","6.752,21","6.735,89","6.754,52","6.666,41","19,55B","0,24%"
"30/10/2023","6.735,89","6.758,66","6.775,21","6.692,78","15,78B","-0,34%"
"27/10/2023","6.758,79","6.714,52","6.781,39","6.713,94","16,31B","0,66%"
"26/10/2023","6.714,52","6.833,98","6.838,81","6.704,52","16,83B","-1,75%"
"25/10/2023","6.834,39","6.806,90","6.878,56","6.806,90","15,38B","0,41%"
"24/10/2023","6.806,76","6.741,83","6.826,05","6.738,53","14,15B","0,96%"
"23/10/2023","6.741,96","6.849,17","6.853,45","6.730,88","16,85B","-1,57%"
"20/10/2023","6.849,17","6.846,43","6.869,47","6.803,19","19,41B","0,04%"
"19/10/2023","6.846,43","6.927,63","6.927,98","6.840,36","20,59B","-1,18%"
"18/10/2023","6.927,91","6.939,61","6.968,26","6.908,29","18,75B","-0,17%"
"17/10/2023","6.939,61","6.896,29","6.948,04","6.892,23","17,69B","0,63%"
"16/10/2023","6.896,29","6.926,92","6.970,60","6.878,26","34,16B","-0,44%"
"13/10/2023","6.926,78","6.934,88","6.973,75","6.902,06","21,63B","-0,12%"
"12/10/2023","6.935,15","6.931,89","6.986,88","6.931,89","21,88B","0,05%"
"11/10/2023","6.931,75","6.922,19","6.965,82","6.914,72","17,81B","0,14%"
"10/10/2023","6.922,19","6.891,45","6.954,01","6.891,45","12,37B","0,45%"
"09/10/2023","6.891,45","6.888,52","6.929,97","6.880,54","13,97B","0,04%"
"06/10/2023","6.888,52","6.875,10","6.913,01","6.875,10","14,23B","0,20%"
"05/10/2023","6.874,83","6.886,99","6.934,80","6.874,83","16,80B","-0,17%"
"04/10/2023","6.886,58","6.940,89","6.943,27","6.839,86","19,61B","-0,78%"
"03/10/2023","6.940,89","6.961,46","6.992,63","6.940,89","16,77B","-0,30%"
"02/10/2023","6.961,46","6.939,89","6.984,58","6.939,61","15,79B","0,31%"
"29/09/2023","6.939,89","6.937,83","6.978,59","6.937,83","16,57B","0,03%"
"27/09/2023","6.937,83","6.923,80","6.970,85","6.913,35","15,49B","0,20%"
"26/09/2023","6.923,80","6.998,10","7.019,55","6.913,82","22,25B","-1,07%"
"25/09/2023","6.998,38","7.016,98","7.029,77","6.994,44","18,30B","-0,26%"
"22/09/2023","7.016,84","6.991,47","7.040,13","6.985,96","15,57B","0,36%"
"21/09/2023","6.991,47","7.011,68","7.021,29","6.974,01","13,80B","-0,29%"
"20/09/2023","7.011,68","6.980,32","7.046,48","6.980,32","14,66B","0,45%"
"19/09/2023","6.980,32","6.936,37","6.994,04","6.934,71","13,54B","0,64%"
"18/09/2023","6.936,08","6.982,79","6.999,40","6.928,77","15,38B","-0,67%"
"15/09/2023","6.982,79","6.959,19","7.011,88","6.945,07","34,69B","0,34%"
"14/09/2023","6.959,33","6.935,34","6.968,98","6.927,68","17,18B","0,34%"
"13/09/2023","6.935,48","6.934,11","6.944,82","6.903,23","16,39B","0,02%"
"12/09/2023","6.933,97","6.963,39","6.976,48","6.928,23","17,47B","-0,42%"
"11/09/2023","6.963,39","6.924,78","6.963,39","6.904,36","17,41B","0,56%"
"08/09/2023","6.924,78","6.954,81","6.966,77","6.900,59","14,04B","-0,43%"
"07/09/2023","6.954,81","6.996,10","7.003,67","6.927,42","19,12B","-0,59%"
"06/09/2023","6.995,95","6.991,71","7.020,97","6.989,79","16,54B","0,06%"
"05/09/2023","6.991,71","6.996,75","7.014,48","6.972,63","18,32B","-0,07%"
"04/09/2023","6.996,75","6.977,80","7.007,80","6.974,82","15,46B","0,27%"
"01/09/2023","6.977,65","6.953,26","6.992,64","6.950,26","14,58B","0,35%"
"31/08/2023","6.953,26","6.966,66","6.982,35","6.924,23","23,31B","-0,19%"
"30/08/2023","6.966,66","6.958,26","7.008,49","6.958,26","15,93B","0,13%"
"29/08/2023","6.957,84","6.921,73","6.964,73","6.921,73","24,43B","0,52%"
"28/08/2023","6.921,73","6.895,87","6.940,12","6.895,87","18,55B","0,38%"
"25/08/2023","6.895,44","6.899,39","6.906,08","6.869,63","13,00B","-0,06%"
"24/08/2023","6.899,39","6.921,41","6.937,65","6.898,39","14,28B","-0,32%"
"23/08/2023","6.921,41","6.916,45","6.959,43","6.916,45","17,07B","0,07%"
"22/08/2023","6.916,45","6.866,03","6.927,45","6.860,69","15,86B","0,73%"
"21/08/2023","6.866,03","6.860,05","6.890,28","6.859,42","20,77B","0,09%"
"18/08/2023","6.859,91","6.899,83","6.899,83","6.856,38","13,07B","-0,59%"
"16/08/2023","6.900,54","6.915,10","6.915,10","6.855,89","15,23B","-0,21%"
"15/08/2023","6.915,10","6.910,45","6.928,63","6.898,38","17,28B","0,07%"
"14/08/2023","6.910,17","6.879,98","6.910,17","6.823,75","13,88B","0,44%"
"11/08/2023","6.879,98","6.893,28","6.906,65","6.865,11","13,07B","-0,19%"
"10/08/2023","6.893,28","6.875,11","6.910,76","6.875,11","16,27B","0,26%"
"09/08/2023","6.875,11","6.868,81","6.901,06","6.863,08","21,85B","0,09%"
"08/08/2023","6.868,81","6.886,51","6.915,05","6.861,64","17,04B","-0,25%"
"07/08/2023","6.886,37","6.852,84","6.904,36","6.852,84","13,45B","0,49%"
"04/08/2023","6.852,84","6.898,22","6.925,01","6.850,90","11,88B","-0,66%"
"03/08/2023","6.898,08","6.854,51","6.924,05","6.839,74","16,36B","0,64%"
"02/08/2023","6.854,51","6.886,50","6.886,50","6.833,98","18,39B","-0,46%"
"01/08/2023","6.886,50","6.931,07","6.934,39","6.880,47","19,61B","-0,65%"
"31/07/2023","6.931,36","6.900,23","6.931,36","6.895,07","17,15B","0,45%"
"28/07/2023","6.900,23","6.896,81","6.904,10","6.857,37","14,67B","0,05%"
"27/07/2023","6.896,66","6.948,28","6.966,17","6.896,66","15,86B","-0,74%"
"26/07/2023","6.948,28","6.917,71","6.955,98","6.917,41","14,97B","0,44%"
"25/07/2023","6.917,71","6.897,98","6.944,62","6.897,98","15,05B","0,27%"
"24/07/2023","6.899,40","6.880,80","6.929,68","6.877,95","15,01B","0,27%"
"21/07/2023","6.880,80","6.864,19","6.880,80","6.837,65","13,16B","0,24%"
"20/07/2023","6.864,19","6.830,06","6.874,89","6.828,00","14,20B","0,50%"
"18/07/2023","6.830,20","6.867,14","6.902,14","6.798,43","15,04B","-0,54%"
"17/07/2023","6.867,14","6.869,71","6.931,27","6.867,14","17,68B","-0,04%"
"14/07/2023","6.869,57","6.810,21","6.874,78","6.810,21","16,07B","0,87%"
"13/07/2023","6.810,21","6.808,35","6.835,74","6.783,74","17,14B","0,03%"
"12/07/2023","6.808,21","6.796,92","6.820,18","6.785,86","16,17B","0,17%"
"11/07/2023","6.796,92","6.731,18","6.796,92","6.730,63","16,04B","0,98%"
"10/07/2023","6.731,04","6.716,46","6.763,55","6.716,46","12,36B","0,22%"
"07/07/2023","6.716,46","6.757,05","6.757,05","6.711,22","15,83B","-0,60%"
"06/07/2023","6.757,33","6.718,26","6.766,27","6.712,07","17,95B","0,57%"
"05/07/2023","6.718,98","6.681,75","6.719,06","6.676,93","14,89B","0,56%"
"04/07/2023","6.681,75","6.696,86","6.713,99","6.672,77","14,63B","-0,22%"
"03/07/2023","6.696,72","6.661,74","6.696,72","6.660,82","12,56B","0,52%"
"27/06/2023","6.661,88","6.664,67","6.679,63","6.652,90","14,23B","-0,04%"
"26/06/2023","6.664,67","6.639,73","6.674,06","6.622,18","12,60B","0,38%"
"23/06/2023","6.639,73","6.652,26","6.665,66","6.635,48","11,34B","-0,19%"
"22/06/2023","6.652,26","6.702,77","6.717,98","6.652,26","16,85B","-0,75%"
"21/06/2023","6.702,62","6.660,45","6.702,62","6.635,67","12,03B","0,63%"
"20/06/2023","6.660,45","6.686,06","6.692,44","6.626,15","11,83B","-0,38%"
"19/06/2023","6.686,06","6.698,55","6.705,04","6.669,05","16,14B","-0,19%"
"16/06/2023","6.698,55","6.713,52","6.726,46","6.669,34","17,21B","-0,23%"
"15/06/2023","6.713,80","6.699,72","6.717,46","6.660,91","15,12B","0,21%"
"14/06/2023","6.699,72","6.718,87","6.744,64","6.672,86","17,83B","-0,29%"
"13/06/2023","6.719,01","6.722,37","6.744,04","6.697,07","17,66B","-0,05%"
"12/06/2023","6.722,37","6.694,58","6.722,37","6.670,52","15,87B","0,42%"
"09/06/2023","6.694,02","6.666,05","6.703,82","6.648,96","18,28B","0,42%"
"08/06/2023","6.666,33","6.619,76","6.666,33","6.598,42","16,86B","0,70%"
"07/06/2023","6.619,76","6.619,06","6.638,58","6.578,76","16,29B","0,01%"
"06/06/2023","6.618,92","6.633,44","6.677,57","6.602,00","23,18B","-0,22%"
"05/06/2023","6.633,44","6.633,26","6.663,72","6.598,51","15,27B","0,00%"
"31/05/2023","6.633,26","6.636,42","6.657,65","6.562,95","61,51B","-0,05%"
"30/05/2023","6.636,42","6.681,10","6.700,24","6.636,42","17,38B","-0,67%"
"29/05/2023","6.681,10","6.687,28","6.708,37","6.617,24","16,48B","-0,09%"
"26/05/2023","6.687,00","6.704,23","6.727,29","6.669,24","18,15B","-0,26%"
"25/05/2023","6.704,23","6.745,80","6.749,71","6.702,53","15,70B","-0,62%"
"24/05/2023","6.745,80","6.736,68","6.755,88","6.713,89","13,77B","0,14%"
"23/05/2023","6.736,68","6.729,65","6.772,65","6.727,07","16,22B","0,10%"
"22/05/2023","6.729,65","6.700,56","6.757,62","6.675,88","16,75B","0,43%"
"19/05/2023","6.700,56","6.663,11","6.715,03","6.662,75","16,16B","0,56%"
"17/05/2023","6.663,11","6.676,42","6.706,60","6.661,47","18,04B","-0,20%"
"16/05/2023","6.676,56","6.711,74","6.729,07","6.659,07","15,64B","-0,52%"
"15/05/2023","6.711,74","6.708,46","6.729,30","6.656,65","14,26B","0,06%"
"12/05/2023","6.707,76","6.755,94","6.755,94","6.704,57","17,38B","-0,71%"
"11/05/2023","6.755,94","6.811,90","6.814,12","6.717,43","16,29B","-0,82%"
"10/05/2023","6.811,90","6.780,40","6.820,12","6.775,19","18,15B","0,47%"
"09/05/2023","6.779,98","6.769,63","6.793,77","6.742,18","17,21B","0,15%"
"08/05/2023","6.769,63","6.787,49","6.798,32","6.756,66","17,96B","-0,27%"
"05/05/2023","6.787,63","6.844,03","6.851,59","6.733,78","14,82B","-0,82%"
"04/05/2023","6.844,03","6.812,72","6.846,12","6.780,09","13,75B","0,46%"
"03/05/2023","6.812,72","6.863,30","6.865,61","6.776,90","12,13B","-0,74%"
"02/05/2023","6.863,30","6.915,72","6.920,34","6.814,34","13,65B","-0,76%"
"28/04/2023","6.915,72","6.945,48","6.958,67","6.897,71","13,06B","-0,43%"
"27/04/2023","6.945,48","6.910,85","6.971,91","6.877,65","16,16B","0,51%"
"26/04/2023","6.910,15","6.821,81","6.910,15","6.821,60","12,02B","1,29%"
"18/04/2023","6.821,81","6.787,58","6.839,76","6.784,17","10,37B","0,50%"
"17/04/2023","6.787,58","6.818,72","6.829,51","6.765,14","9,49B","-0,45%"
"14/04/2023","6.818,57","6.785,88","6.838,07","6.785,70","13,70B","0,49%"
"13/04/2023","6.785,60","6.798,54","6.816,89","6.764,66","16,15B","-0,20%"
"12/04/2023","6.798,96","6.811,45","6.833,74","6.775,28","15,14B","-0,18%"
"11/04/2023","6.811,31","6.771,23","6.811,31","6.738,77","16,14B","0,59%"
"10/04/2023","6.771,23","6.792,77","6.799,49","6.735,19","12,94B","-0,32%"
"06/04/2023","6.792,77","6.819,68","6.832,73","6.786,29","17,29B","-0,39%"
"05/04/2023","6.819,68","6.833,18","6.867,34","6.816,43","12,40B","-0,20%"
"04/04/2023","6.833,18","6.827,03","6.859,69","6.781,52","13,16B","0,09%"
"03/04/2023","6.827,18","6.805,28","6.849,36","6.805,13","12,75B","0,32%"
"31/03/2023","6.805,28","6.809,09","6.831,55","6.789,61","13,90B","-0,05%"
"30/03/2023","6.808,95","6.839,44","6.868,63","6.803,09","14,05B","-0,45%"
"29/03/2023","6.839,44","6.760,33","6.851,51","6.760,33","14,33B","1,17%"
"28/03/2023","6.760,33","6.708,93","6.764,65","6.708,93","12,61B","0,77%"
"27/03/2023","6.708,93","6.762,25","6.772,60","6.704,75","13,52B","-0,79%"
"24/03/2023","6.762,25","6.694,02","6.776,90","6.692,17","14,66B","1,06%"
"21/03/2023","6.691,61","6.612,49","6.691,61","6.609,22","14,55B","1,20%"
"20/03/2023","6.612,49","6.678,24","6.678,24","6.587,69","12,89B","-0,98%"
"17/03/2023","6.678,24","6.565,73","6.683,09","6.565,73","45,58B","1,71%"
"16/03/2023","6.565,73","6.628,14","6.630,77","6.542,79","15,44B","-0,94%"
"15/03/2023","6.628,14","6.641,81","6.709,86","6.628,14","13,92B","-0,21%"
"14/03/2023","6.641,81","6.786,67","6.786,67","6.635,38","16,66B","-2,14%"
"13/03/2023","6.786,95","6.765,02","6.812,87","6.727,44","14,18B","0,32%"
"10/03/2023","6.765,30","6.799,80","6.799,80","6.741,41","13,17B","-0,51%"
"09/03/2023","6.799,80","6.776,37","6.824,66","6.776,37","11,32B","0,35%"
"08/03/2023","6.776,37","6.766,76","6.776,37","6.728,19","14,41B","0,14%"
"07/03/2023","6.766,76","6.806,86","6.812,96","6.758,00","14,04B","-0,59%"
"06/03/2023","6.807,00","6.813,92","6.856,57","6.801,19","13,71B","-0,10%"
"03/03/2023","6.813,64","6.857,41","6.884,12","6.804,48","11,87B","-0,64%"
"02/03/2023","6.857,41","6.845,08","6.875,10","6.841,86","13,61B","0,18%"
"01/03/2023","6.844,94","6.843,10","6.889,51","6.833,19","14,63B","0,02%"
"28/02/2023","6.843,24","6.854,78","6.890,35","6.843,24","16,79B","-0,17%"
"27/02/2023","6.854,78","6.856,58","6.871,11","6.819,87","12,76B","-0,03%"
"24/02/2023","6.856,58","6.839,45","6.880,31","6.839,45","13,03B","0,25%"
"23/02/2023","6.839,45","6.810,11","6.839,45","6.807,00","12,45B","0,43%"
"22/02/2023","6.809,97","6.873,26","6.875,39","6.781,23","14,92B","-0,92%"
"21/02/2023","6.873,40","6.894,72","6.923,67","6.870,91","14,42B","-0,31%"
"20/02/2023","6.894,72","6.895,86","6.910,51","6.863,67","17,59B","-0,01%"
"17/02/2023","6.895,71","6.895,66","6.919,09","6.868,28","18,01B","0,00%"
"16/02/2023","6.895,66","6.914,54","6.933,28","6.875,30","17,36B","-0,27%"
"15/02/2023","6.914,54","6.941,85","6.946,03","6.872,87","14,85B","-0,39%"
"14/02/2023","6.941,85","6.900,14","6.941,85","6.900,14","16,28B","0,60%"
"13/02/2023","6.900,14","6.880,33","6.915,14","6.871,88","21,39B","0,29%"
"10/02/2023","6.880,33","6.895,24","6.895,24","6.803,42","14,08B","-0,25%"
"09/02/2023","6.897,36","6.940,12","6.961,15","6.896,04","17,67B","-0,62%"
"08/02/2023","6.940,12","6.935,30","6.961,92","6.912,11","17,27B","0,07%"
"07/02/2023","6.935,30","6.873,79","6.946,23","6.873,79","17,31B","0,89%"
"06/02/2023","6.873,79","6.911,73","6.924,88","6.835,76","14,35B","-0,55%"
"03/02/2023","6.911,73","6.890,71","6.951,97","6.890,71","20,29B","0,31%"
"02/02/2023","6.890,57","6.862,26","6.896,73","6.855,37","18,92B","0,41%"
"01/02/2023","6.862,26","6.838,92","6.893,18","6.838,92","14,59B","0,34%"
"31/01/2023","6.839,34","6.872,52","6.880,96","6.827,24","15,18B","-0,48%"
"30/01/2023","6.872,48","6.899,02","6.925,47","6.834,08","13,47B","-0,38%"
"27/01/2023","6.898,98","6.864,82","6.932,71","6.864,82","14,92B","0,50%"
"26/01/2023","6.864,82","6.829,97","6.874,87","6.815,78","17,11B","0,51%"
"25/01/2023","6.829,93","6.860,85","6.871,36","6.821,28","18,79B","-0,45%"
"24/01/2023","6.860,85","6.874,93","6.906,79","6.841,01","19,68B","-0,20%"
"20/01/2023","6.874,93","6.819,91","6.874,93","6.819,53","17,38B","0,81%"
"19/01/2023","6.819,91","6.765,75","6.820,98","6.754,55","15,42B","0,80%"
"18/01/2023","6.765,79","6.767,18","6.790,16","6.721,46","19,50B","-0,02%"
"17/01/2023","6.767,34","6.688,06","6.801,87","6.688,06","21,76B","1,19%"
"16/01/2023","6.688,06","6.641,83","6.688,06","6.627,70","15,49B","0,70%"
"13/01/2023","6.641,83","6.629,93","6.658,48","6.600,59","16,56B","0,18%"
"12/01/2023","6.629,93","6.584,49","6.662,23","6.574,09","14,89B","0,69%"
"11/01/2023","6.584,45","6.622,54","6.622,80","6.557,92","12,49B","-0,57%"
"10/01/2023","6.622,50","6.688,27","6.690,23","6.570,24","14,48B","-0,98%"
"09/01/2023","6.688,27","6.684,56","6.726,97","6.638,65","13,59B","0,06%"
"06/01/2023","6.684,56","6.653,76","6.708,64","6.598,65","10,99B","0,46%"
"05/01/2023","6.653,84","6.813,28","6.813,42","6.621,99","18,06B","-2,34%"
"04/01/2023","6.813,24","6.888,80","6.900,60","6.813,24","14,25B","-1,10%"
"03/01/2023","6.888,76","6.850,98","6.908,00","6.838,57","15,69B","0,55%"
"02/01/2023","6.850,98","6.850,74","6.856,89","6.823,48","10,96B","0,01%"
"30/12/2022","6.850,62","6.860,12","6.888,74","6.838,59","12,93B","-0,14%"
"29/12/2022","6.860,08","6.850,52","6.879,59","6.786,98","14,10B","0,14%"
"28/12/2022","6.850,52","6.923,07","6.953,04","6.828,14","12,06B","-1,05%"
"27/12/2022","6.923,03","6.835,85","6.933,89","6.835,66","12,17B","1,28%"
"26/12/2022","6.835,81","6.800,71","6.858,15","6.796,17","11,75B","0,52%"
"23/12/2022","6.800,67","6.824,39","6.824,39","6.784,59","12,04B","-0,35%"
"22/12/2022","6.824,43","6.820,70","6.844,12","6.800,62","12,90B","0,06%"
"21/12/2022","6.820,66","6.768,32","6.820,66","6.763,70","13,91B","0,77%"
"20/12/2022","6.768,32","6.779,70","6.792,20","6.715,05","15,18B","-0,17%"
"19/12/2022","6.779,70","6.812,15","6.827,81","6.754,09","12,79B","-0,48%"
"16/12/2022","6.812,19","6.751,86","6.812,19","6.693,77","15,61B","0,89%"
"15/12/2022","6.751,86","6.801,79","6.801,84","6.740,95","14,51B","-0,73%"
"14/12/2022","6.801,75","6.810,36","6.854,10","6.774,13","21,54B","-0,13%"
"13/12/2022","6.810,32","6.734,49","6.826,12","6.714,87","39,61B","1,13%"
"12/12/2022","6.734,45","6.715,12","6.734,45","6.641,81","13,45B","0,29%"
"09/12/2022","6.715,12","6.804,23","6.804,23","6.695,38","12,71B","-1,31%"
"08/12/2022","6.804,23","6.818,79","6.821,05","6.683,63","16,23B","-0,21%"
"07/12/2022","6.818,75","6.892,57","6.892,66","6.799,30","15,87B","-1,07%"
"06/12/2022","6.892,57","6.987,37","6.987,37","6.862,56","14,97B","-1,36%"
"05/12/2022","6.987,33","7.019,64","7.053,90","6.987,33","16,53B","-0,46%"
"02/12/2022","7.019,64","7.020,80","7.021,81","6.967,95","13,95B","-0,02%"
"01/12/2022","7.020,80","7.081,19","7.090,28","7.018,27","16,80B","-0,85%"
"30/11/2022","7.081,31","7.012,11","7.081,31","6.993,70","27,35B","0,99%"
